esm2;16;sigmoid;0.2339925467967987;0.5737565755844116;0.6295439600944519;0.12802480161190033
esm2;32;sigmoid;0.24543386697769165;0.5735200643539429;0.7338689565658569;0.28325432538986206
esm2;64;sigmoid;0.2245331108570099;0.5785493850708008;0.6846029162406921;0.3729444444179535
esm2;128;sigmoid;0.2203179895877838;0.576328694820404;0.5613716840744019;0.430547297000885
protT5;16;sigmoid;0.28281185030937195;0.5824626088142395;0.648368775844574;0.1601569652557373
protT5;32;sigmoid;0.267385870218277;0.5756308436393738;0.7599194049835205;0.34098687767982483
protT5;64;sigmoid;0.22691862285137177;0.5841331481933594;0.7713141441345215;0.445655882358551
protT5;128;sigmoid;0.2531401813030243;0.5822952389717102;0.7746164798736572;0.4970901608467102
proteinBERT;16;sigmoid;0.3033343255519867;0.5757933855056763;0.3540298044681549;0.15557411313056946
proteinBERT;32;sigmoid;0.2750433683395386;0.5756445527076721;0.2925646901130676;0.236573725938797
proteinBERT;64;sigmoid;0.24926699697971344;0.5746334195137024;0.27010488510131836;0.31612518429756165
proteinBERT;128;sigmoid;0.24875377118587494;0.5728216767311096;0.27916860580444336;0.35005077719688416
